tweet_id,text,label
1293936306884681700,"@USER #bernie has yet to commit his huge cache of delegates. crooked #dnc $cam #superdelegates $ystem have tricks up there sleeve just in case bernie &amp; #phonyharris' 10 $ocialist platform points get tossed.
#bernieharris crats want to be the puppet bosses behind #slowjoe!
#blexit2020! HTTP",NONE
130046046152405e4,@USER @USER #trump2020 faster please!!!!,AGAINST
1300899066851799e3,"the only thing that worries me about this whole thing is that trump is showing them the true power of the presidency - we can never, ever allow an obama or a bush or a clinton type in the house again. 

#maga",AGAINST
1311067324573720600,"@USER biden is lame if he can't handle a freaking 90 minute debate...you demonrats i swear, he is so messed up.",AGAINST
1295890969703985200,"i love seeing barbara jordan, the first black woman (and first lesbian 🏳️‍🌈) to give a keynote speech at the dnc.
#demconvention 
#democraticconvention",NONE
1296257140940779500,"@USER @USER @USER @USER @USER you are an inspiration to all, especially women who fight everyday with so many different obstacles! thank you 🙏🏻❤️🇺🇸
#demconvention #bidenharris2020",FAVOR
1291941685354729500,can you understand @USER when he speaks? #joebiden #biden2020 #10yearsofonedirection,FAVOR
1301415848561848300,"realdonaldtrump: can you believe what’s happening!? they give joe hiden’ the questions, and he reads them an answer! HTTP",AGAINST
1295897992067723300,"🔹dnc: night 2🔹
leadership matters

🔴 live now: nominating speeches

#demconvention #bidenharris
HTTP",NONE
1295788097960116200,"reading tweets from repubs. about how boring the dem. convention was.  i saw empathy and hope.  i loved it.  not missing the hate, racism, misogyny and name calling.  i'll take sincerity, truth and respect any day over the trump circus.  #biden2020",FAVOR
1311065766234591200,@USER biden is toast HTTP,AGAINST
1311229687969050600,"@USER govenor, trump knows now he will lose election. look to him to resign. voiding all ballots cast for biden because pence wasn't on the ballot as president. trump was. confirming his claim the mail-in ballots are a fraud. the accuser, satans son, the antichrist trump.",NONE
1298434149917683700,attorney and lobbyist pam bondi spent much of her speech criticizing joe biden and his family. she was also one of the few #rnc2020 speakers to end her speech with information for viewers on how to register to vote. HTTP,NONE
1298074803056906200,@USER is provoking violence with belligerent rhetoric.  #rnc2020,NONE
1290901118243860500,"@USER 
your mother is an evil pedo... fraz le drip,
that disgusting video will be headline news soon.
also we will never forget haiti and benghazi.
i wonder how many satanic rituals you've been to chelsea!
the devil worshiper clinton family are going down.
#wwg1wga",NONE
1300192973368356900,at the trump event rally today in la #trump2020 let’s turn california red! HTTP,AGAINST
1298427159007187e3,@USER larry kudlow is nothing but a trump sycophant.  #rnc2020 #rncconvention2020,NONE
1296260216233889800,@USER you sound completely ridiculous right now.  go to bed! #demconvention,NONE
1294372018704588800,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER drain the swamp! this for ""corrupt political establishment"" !!! we the people reclaim control over our government #maga #maga @USER HTTP",NONE
1293983912490934300,@USER @USER maybe she shouldn’t of hooked up with a geriatric to get her first job #trump2020 HTTP,AGAINST
1.3111098135569121e+18,"@USER @USER @USER pays his taxes? lmao...biden and his wife avoided paying payroll taxes on their book profits by just paying themselves a small amount and leaving the rest in their ""corporation"" he tool legal loopholes like trump and everyone does.",AGAINST
1299107070806028300,"🐘meet the candidate: rep. ted budd🐘
 
 —current u.s. representative, business owner, and defender of the 2nd amendment
 
 — @USER is the republican nominee for north carolina’s 13th congressional district
 
#nc13 #ncpol #rnc2020 HTTP",NONE
1293446102784647200,"win what? the competition for worst and most awkward handshake ever? @USER @USER 

#bidenharris2020 #biden2020 #kamalaharris #2020election #handshake 

🖖🏻 HTTP",NONE
1311088950870790100,"@USER 1988 brutal media takedown of candidate joe biden for  “mistruths”.

biden had to drop out of the 
1988 campaign bc of his chronic inability to tell the truth.

classic joe. where’s the media today?

let’s introduce a new generation to the same old joe.👇

HTTP",AGAINST
1293753435960029200,"@USER @USER @USER is a fraud. #neverbiden was a racist to her a few short months ago, now she’s his vp. she also can’t run on her record as #tulsi2024 appropriately pointed out in the #democratic debates.",NONE
1291235482152517600,#ripnba #ripnfl #ripnhl rip all kneeling spoiled pro athletes #americafirst,NONE
1295554152119099400,powerful speech !!democratic national convention: michelle obama delivers her address #demconvention HTTP,NONE
1311044794668535800,"@USER unless there is a legitimately ambiguous result a-la 2000, i expect things to go relatively smoothly, yes. some lawsuits and some civil unrest perhaps, but i don't expect the country to fall apart w a biden victory. if trump wins, i'm less confident.",NONE
1217291937171902500,@USER @USER @USER since y'all are watching i'm gonna just through this out there. #sexworkiswork #decrimnow #demdebate,NONE
1251606345314373600,"@USER you got that right, america won't be fooled, you'll be an #impeached one term @USER.

#covid19

#trumpistheworstpresidentever
#votebluetosaveamerica 
#votebluenomatterwho HTTP",FAVOR
1301252531880951800,@USER keep counting this country out #maga,AGAINST
1291939900854542300,@USER @USER good for them. #trump2020,NONE
1290770056918556700,"@USER ask #quidproquojoe about his off shore accounts with china, #burisma, and others thanks to #payperplay scheme for him and obama through #hunterbiden! #jillbiden apparently has no issues with spending these illegally gained monies! #maga #kag #trump2020 #joebehiden!",AGAINST
1270693684800086e3,"@USER @USER if these are the choices, i pick kamala. i'm partial to @USER because i'm #florida. but really i just want whoever helps us win. #voteoutthegop #votebluetosaveamerica",FAVOR
1295910366673870800,"now that  @USER is officially the democratic nominee, take a look at his #immigration legislative priorities. #demconvention #democraticconvention HTTP",NONE
1295718201368760300,"it's time to band together to show our strength #resisters. 

#followbackparty.
follow all who:
like ❤️
retweet 🔁
comment 💬

vet as you go. have fun.

#resist #fbrparty #usps #wearamask #vote #bidenharris #dumptrump #bluewave2020",FAVOR
1289035944859967500,"@USER @USER most divisive/corrupt president in history #obamagate
#trump2020",AGAINST
1310966679527198700,@USER biden just showing up and finishing wins! the expectation is set soooo low that he will win just by showing up. regardless of what happens.,FAVOR
1311133112479314e3,hey philadelphia show them what kind of bad things happen to this shit stain @USER  #dumptrump,NONE
1303319725129240600,@USER “the world’s most dangerous man” . mary trump. she nailed it . “enough is never enough” #dumptrump #trumpisadictator #biden2020 #maga has been fooled,FAVOR
1232481538022883300,wow biden going after bernie on guns... #demdebate #demdebate2020 #democraticdebates,NONE
1287064644411183e3,"@USER @USER no. i will not stand idly by!
i'm voting for @USER to truly make america great by reversing the damage done by the small p president &amp; his sycophants #maga 
#votebluedownballot",FAVOR
1310978045776461800,"@USER trump agreed to have his ears checked ..and biden has refused. so far, biden has requested a break every 30 mins, has refused a drug test and now has refused to be checked for any electronic devices that may aid him in his debate v trump. you do the freaking math!",AGAINST
1230328156772556800,"warren gives props to klobuchar again. is she courting her to ease her out of the campaign?
#demdebate 
#democraticdebate",NONE
1295569073032634400,@USER keep up the great work! #votebluetosaveamerica #bidenharris2020 #flipthesenateblue #bluetsunami2020 HTTP,FAVOR
1311184546524614700,@USER how does that turn into a vote for trump? this person has a logic deficit and wasn’t ever going to vote for biden.,NONE
1311047065871495200,"@USER @USER @USER i’m not a big biden fan, but i’m old enough to remember when ds &amp; rs worked together, to forward the country. the world respected us. trump has divided us sharply &amp; the world now both prays for us &amp; is distancing itself from us, politically &amp; literally. 

trump is no good @ this. HTTP",NONE
1296206498746400800,all this time i’ve worried biden was a covert leftist radical but thankfully the dnc’s decision to highlight his connection with conservative hawks and their affinity for him has reassured me his affiliations with the left are minimal to non-existent #democraticnationalconvention,NONE
129570877577361e4,"after night 1 of the democratic communist party convention, it’s clearer than ever before what they’re saying to us. vote for us or what’s been happening in portland, seattle, and chicago will get a lot worse. #endthismadness #trump2020",AGAINST
1311199464745398300,@USER @USER remains to be seen to what extent republicans will aid and abet and let this traitor trump ruin america and reignite racial strife of the past to ditch america into gutters.,NONE
1311240620267241500,"if you don't vote for j. biden, people gonna assume that you will vote for trump as if there is no other 3rd option lol",NONE
1294327960451784700,"obama gate is just start getting unraveling! durham investigation just indicted corrupt fbi lawyer who falsified information to get fisa.

now the question is why a lawyer lie? on behalf of whom?

the fbi should be ashamed of itself!

#durham
#obamagaate
#russiahoax
#trump2020",AGAINST
1295561649156264e3,"#demconvention summary: ""white people are awful, amirite? let's import enough of the rest of the world to dilute these awful whites out of existence!""",NONE
1295096560376778800,"what a garbage mayor. so typical, blame trump. #trump2020 #chicago #lockdown #covid19",AGAINST
1295460082222690300,"@USER @USER @USER @USER he should be in jail not in the white house. #pedojoe #joebiden
HTTP",AGAINST
1291661455817924600,"@USER you have 1 follower, follow no one and have no pic.... your opinion matters why?
#trump2020 
#wwg1wga",AGAINST
1239366932182323200,"these dictators have given their people education, medical care and food and right now we’re struggling with those simple things. titles are arbitrary bernie is right #demdebate",NONE
1292215154365599700,democrats want the $600 unemployment money to stay there so their riots i mean “protests” stay funded and these morons don’t have to work. #trump2020 #democratsaredestroyingamerica,AGAINST
1299067930173485e3,"#kamalaharris speaks to the very real challenges facing americans, in the mind of maga &amp; #rnc2020 speakers — that means #bidenharris2020 “hates usa” &amp; are “so negative.”

who really hates america/ns? #trump2020 will never do a damn thing but whine &amp; blame.

#trumpkillsamericans",FAVOR
1299676356469551e3,@USER @USER @USER got that right buzz! but its staying democratic! i would rather see nothing get done than allow the rethuglicans to rape america! #votebluetosaveamerica,FAVOR
1292624421883187200,"sorry gates, fauci &amp; dems, this shit works.  we know u want more deaths to depopulate &amp; to make trump look bad, but as more people take it &amp; wake up your plan is being exposed🤬 #trump2020 #qanons 

HTTP",AGAINST
1311099878928384e3,@USER is he going to do the jerry penguin nadler walk after the debate? we will just have to watch president trump’s face to know when the moment happens that biden loses it and the smell begins to permeate.,NONE
1296624880524259300,"we need leaders who cares for all of the american people. we’re not an authoritative country, we don’t have a king 👑, and america has always had a president. if we #votebiden, we will save our country. don’t give away our democracy. #voteblue #votebluetosaveamerica HTTP",FAVOR
1299508830556938200,"@USER @USER citizens of democrat run cities that are being destroyed need to sue their local government for allowing this lawlessness, and promoting it as #peacefulprotest . take their money, #draintheswamp and force local government to allow federal government intervention to restore order.",AGAINST
1295921036391719e3,i don’t get it. how is this even a contest? #democraticconvention #demconvention #americaisstrongerwithbiden @USER,FAVOR
1302986173736874e3,"@USER @USER democrat leaders are traitors!!!
#voteoutthetreasonousdemocrats 
#trump2020",AGAINST
1.2955412852988641e+18,"my heart is pumping! never been motivated! 
#goblue 
#dnc2020 
#bidenharris2020 
#getridofgoptraitors HTTP",FAVOR
1291458274429145e3,"i saw a #maga today with, ""no masks!"" spray painted on the tailgate of his truck.

you read that correctly. he vandalized his own truck to make that be known. 

this is the @USER #maga2020 movement in a nutshell. 

please help us. #votebiden2020",FAVOR
1239352879787491300,"""you want me to name them?""

""yes.""

bernie is having none of your shit. 

#demdebate",NONE
1297039214962507800,"cometh the hour, cometh the man &amp; woman

#bidenharris2020 🇺🇸 
#bidenforamerica 🇺🇸 
#dumptrump 💩 
#dumpcrookedtrump 💩 HTTP",FAVOR
1304413744768970800,@USER he’s both! #trump2020,NONE
1298434898517254100,republican national convention: tiffany trump delivers her address #rnc2020 HTTP,NONE
1299870417960808400,"#hahahahaha 
""singer kacey musgraves says a vote for president trump in november is 'an act of violence'"" HTTP",AGAINST
1292212773959737300,"don’t forget. @USER has helped those in need by extending unemployment benefits, not democrats. remember that when you go to the polls in november. the democrats would rather play corrupt political games than support much need relief for the american people! #trump2020",AGAINST
1298812176338169900,"mike pence said ""boooden sees american darkness, but i see american greatness""

fantastic job for the #rnc2020 #fourmoreyears #mikepence #kag2020 #redwave2020 #maga #patriotsunited",AGAINST
1269097744553119700,"@USER @USER of course you are reaching people! the only reason i am on twitter is to connect me with like-minded people who share a common goal-- end this national nightmare! 
#votebluetosaveamerica",FAVOR
1311102878543683600,@USER @USER @USER deflect much? the dude claim he f-ing knows biden doesn’t have it and scolds others. HTTP,NONE
1296261351925375e3,"singer billie eilish endorses democratic presidential nominee joe biden ahead of her performance at the 2020 democratic national convention. trump is 'destroying our country', she said.

for live updates: HTTP

#dnc2020 #demconvention #uselections #opoyi",NONE
1296647927016968200,"@USER @USER #demconvention just said he will basically copy @USER cause he has no ideas of his own. #election2020 also #usa is much bigger the other countries so yes we would lead the world in #coronavirus cases. plus @USER didn’t want to close boarders, trump did early!",AGAINST
1225969990664212500,if we are going to protect our bodies then we can’t rely on courts.  we need legislation to protect women’s right to choice.  #demdebates #democraticdebate HTTP,NONE
121727039668215e4,i like the women on stage #demdebate #democraticdebate,NONE
1292574112263610400,"@USER dems have mastered money laundering, they do it all over the world and call it aid #trump2020",AGAINST
1311162417938919400,imma keep it real with y’all i don’t think the #debates2020 should be on twitch!!!!!!!! 💯💯,NONE
1299361296400429e3,"@USER guess the #cult45 #trumpdrunkmorons can pick their poison... unlike jim jones who only offered one, trump has served up an assortment. #trumpgenocide #ettd #votebluetosaveamerica",NONE
1239350672782483500,joe “let’s be reasonable guys not everybody can get medicare” biden #demdebate,NONE
129902227657114e4,"pelosi says biden shouldn't debate trump: 'i wouldn't legitimize a conversation with him'

HTTP

we knew this would happen. nothing will make him rise from the basement. the left will scratch, bite, and eat their own rather than face the president!

#maga",AGAINST
1295359993655578600,"@USER hey @USER, here’s what your own party thinks of you. a billboard paid for by the @USER for the world to see. @USER will win the #2020election HTTP",NONE
1311235846964641800,@USER why is it biden’s job to control trump?  that is the moderator’s job because trump did not follow the rules agreed upon by his campaign.  chris wallace couldn’t control trump and biden took the high road.,NONE
1301579141364543500,@USER nancy pelosi and the others democrat leaders just think that american people is stupid. this is rude and too un respectful againts people. you are a lier @USER #trump #trump2020 #maga #kag2020 #fourmoreyears,AGAINST
1230338655056781300,"can we get a sanders v. warren battle yet? we’ve seen every other fight, but warren needs to take the gloves off against sanders (more than just commenting on online supporters). #demdebate",NONE
1300787077186027500,"just a reminder that local races matter now more than ever! 

take a minute today to confirm/update your voter registration, get info on upcoming elections, and make sure you have a plan to vote! 📮🇺🇸 #2020election #massachusetts #votema HTTP",NONE
1311126742459756500,can someone point me to the nearest antifa headquarters so i can sign up? who's the local leader? is there an email for antifa? #maga #debates2020 #trump2020 #bidenharristosaveamerica,FAVOR
1303772443077562400,"new nickname for biden.  #bidenstein he’s a puzzle of candidates.  plagiarizing trump’s buy american policy, bernie’s yelling, elizabeth warren’s lying. more scary than funny #bidenharris2020tosaveamerica #amjoy #2020election @USER @USER @USER #foxnews",AGAINST
1296651959844384800,"@USER “they will turn your kids gay right before antifa brainwashes jesus into eating your kids’ brains.”
-#rnc2020",NONE
1311316940615569400,@USER typical. i don't know why nobody stands up to these turds. #dumptrump,FAVOR
1311190642261860400,@USER trump lobbied to have disabled vets food trucks removed from outside his building. a right vets had preferred status for since returning from the civil war.,NONE
1311099566566117400,"comment: polls are showing that biden is in the lead over trump. they are saying that the debates will have an influence on the outcome. trump is highly respected by leaders of other nations, is recommended for noble peace prize. biden has the personality",NONE
1311235286534205400,"@USER @USER i’m all for third party options. but give the fact that everyone is literally voting for either trump or biden, it’s going to be equivalent to voting for trump or no vote at all 😔",NONE
1310894253107753e3,"donald trump successfully created a new “american enemy”, china.
HTTP

#trump #trumptaxreturns #trumpknew #trumpriots #trump2020 #bidenriots #biden #biden2020 #usa #usapolitics #democrat #democratsaredestroyingamerica #republicans #europe #europeanunion",NONE
1297574157312565200,arrest made in viral hate crime against 7 year old boy with maga hat HTTP,NONE
1295893983923773400,"loved seeing openly lgbtq elected officials @USER, @USER, and @USER assist in delivering the 2020 democratic convention keynote 🇺🇸 🏳️‍🌈 #demconvention #keynote #bidenharris2020",FAVOR
1291041428991172600,"hey @USER why isn't $2048 an ounce for #gold a news alert? over 27,000 dow? @USER @USER #trump2020 #maga #kag! #money #goldprices HTTP",NONE
1295559304100089900,@USER screw you #democraticnationalconvention #trump #trumpisanationaldisgrace #trumpvirus #dncconvention #wethepeople #biden2020tosaveamerica,FAVOR
1304899137133899800,"@USER @USER it never fails, they always play the victim and cry. she had the audacity to ask for a female officer. 🤡 #trump2020",AGAINST
1294792642182742e3,@USER taylor swift wants attention and votes democrats because her payroll depends upon them #trump2020,AGAINST
1311096634269466600,at @USER.havasu.cigars getting ready to watch the debate rocking my bad ass new hat compliments of @USER gracias hermano! #jeremyjack #jeremyjackcigars #jj23 #trump #maga #lakehavasu #az #arizona #potus HTTP,NONE
1291445812443005e3,@USER a lot of #gop #senators are going to have to figure out where the #moneymaker is going to come from without the @USER lining their pockets,NONE
1250575882193862700,"@USER + @USER + @USER + @USER = the a team 

#biden #election2020 #bernie #obama #warrenendorsesbiden #joebiden #presidentbiden #votebluetosaveamerica #voteblue2020 #notmeus #bluewave2020 #unitedasone #southasian #asian #electionsmatter #novemberiscoming HTTP",FAVOR
1300042901330759700,watching #gma is like a #dnc commercial. so shameful. #fakenews,NONE
1288853636110483500,@USER we are witnessing that anyone with a half a brain can control people’s thoughts! #trump2020,AGAINST
1250426219486572500,@USER who could’ve guessed the party that’s so woefully inept at governing it couldn’t create a plan to repeal &amp; replace obamacare in 8 years would completely wilt under pressure dealing with a pandemic health emergency? #resist #votebluetosaveamerica #knowyourdeplorables,NONE
1.3109863452888801e+18,@USER @USER @USER @USER @USER @USER and joe biden is 1 trillion in debt. easy to pull random numbers out my ass with no sources.,NONE
1230317279558107100,joe has got to get into this fight! oh man! #democraticdebate,NONE
1.2889299155182879e+18,"@USER i no longer listen to dr. scarf.
she has sold her soul to trump.
i believe nothing coming out of this wh.

#votebluetosaveamerica",NONE
1296483895307833300,"kamala harris' dnc speech claimed a new moment for progressive democrats
HTTP
 #leftwing #politics #democrat #bernie",NONE
1300062669689495600,"this is the america the #democrats desire. disgusting.
#walkawayfromdemocrats #maga2020 #maga
HTTP",AGAINST
1302381760085287e3,"i find it strange that djt would never hire someone at his businesses without a resume stating qualifications...but he thinks his ""resume"" qualified him to be the leader &amp; commander in chief of the usa. 🤔🤔🤔
#votebidenharristosaveamerica #bidenharris2020landslide 
#biden2020",FAVOR
1239393835760795600,#democratic #whitehouse contender biden says he would pick a woman as vice president HTTP,NONE
1311134690468933600,shit. shitty. shit. show. #presidentialdebate2020 #dumptrump #notmypresident #makeamericanotrussiaagain #shutupman,NONE
1311087789405089800,"@USER you should do what feels right, you're the one who is going to have to live with your decision ultimately.
personally i see no reason to vote biden though",AGAINST
1311065233356664800,"biden says he will focus on truth, here is the problem.  HTTP",AGAINST
1296833544346640400,"@USER #maga 
white evangelicals are the biggest suckers in america. from tv preachers, #blacksfortrump steve bannon and the my pillow guy, grifters see working-class whites as marks, pigeons, and johns to be fleeced.",AGAINST
1225971704540942300,"the rats scotus plan is awful, a truly balanced supreme court would be 4 communists, 4 socialists, and 4 social democrats #demdebate",NONE
1305185080042692600,"@USER thank you president trump! last night was amazing! you know what, nancy is livid, she just might have a stroke 🥱😉#nevadafortrump #trump2020",AGAINST
1300493291528638500,"@USER @USER enjoy!

please #followback everyone who rt’s this short (1:36), upbeat video 

#voteblue 
#votebidenharris2020 
- “kamala and joe” - 
(remember to click “thumbs up”.)

thanks! 

HTTP",FAVOR
1311200445508079600,america's ceos say trump failed on coronavirus -- and they're backing biden HTTP,FAVOR
1284984849237971e3,"@USER by this time in nazi germany ted here would be showing up to be fitted with a uniform. 
gop want one party rule. they will lie cheat steal burn our constitution to achieve that end. gop want to rule not govern.
#votelikeyourlifedependsonit because it does.
#votebluetosaveamerica",FAVOR
1296930507251421200,"@USER one simple slogan, ""keep america great""!  #trump2020",AGAINST
1302360807343353900,"kneeling for the flag is against our military.

calling our fallen soldiers, pow, and soldiers losers and suckers is perfectly ok

trump logic! #maga dont deserve this country. #maga2020 voters should be deported the day of bidens inauguration for their hatred of america.",FAVOR
1311076501778043e3,@USER @USER this just feels like an excuse to publically wet willie joe biden.,NONE
1298440952714006500,"is the rnc going to march out every trump voter?

newsflash: 
lies don't sway people who read

#noplatform 
#boring 
#votebluetosaveamerica HTTP",FAVOR
1301582752131805200,"joe biden to meet with jacob blake, sr., who has long history of racist, anti-semitic, and anti-christian posts, in kenosha HTTP",AGAINST
1305149516325232600,"@USER @USER @USER is right. if there isn't more focus on policy, a reason to vote, @USER may not win the progressive/indy voters. is this 2016 again? #thisweek #covid19 #sundaythoughts #voteblue HTTP",NONE
1239364577474818e3,biden and sanders both want to nominate a woman for vp. who do you guys think could it be? warren? klobuchar? harris? or somebody nobody is expecting. #demdebate,NONE
1298830453491642400,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 🇺🇸 thank you for the mention, stephen!

#trump2020!",AGAINST
1.2866567539590881e+18,"@USER @USER he's politicizing the death of a child, and misrepresenting what is 99.9% likely to be a valid certificate of death showing covid-19 as an ""other factor"" or illness also present at time of death. this is how we retain crucial medical data! #gop - stop making death political!",NONE
1298370494899671e3,"@USER @USER @USER he's a senate-confirmed presidential appointee and forbidden to even attend the convention.  that's hardly the democrats keeping him from speaking.  and if you want to talk double standards, the trump admin is full of them so stop whining. it's time for trump to go. #voteblue2020",FAVOR
1311093079856775200,neither biden or trump have managed to complete an entire thought or sentence since like 2010,NONE
1304200610871345200,"campaign trump is the best trump.

#trump2020 #trump2020landslide",AGAINST
1311083336920596500,"@USER lol, biden needs a bump to keep him hummin'",AGAINST
1294773280239308800,how to safely return your absentee ballot without usps #vote #votebidenharris #voteblue2020 #voterfraud #votersuppression  HTTP,FAVOR
1296596231339286500,"it's the final night of the #demconvention!

make sure you watch joe biden with me! 9 pm et - HTTP",FAVOR
1290349541322096600,@USER #hypocrisy... in the #gop HTTP,NONE
1311392915692847e3,"loving the comments on my tweet, particularly the aggressive ones. clearly, western leftists are now experienced arabic linguists! so let’s agree on something: inshallah biden wins or inshallah trump wins? perhaps @USER can respond? #debates2020",NONE
1292572156392611800,"@USER the #gop has been trying to do this for decades. the government has taken funds from it to pay for whatever. 
it is not their piggyback to use.",NONE
1311176788492587e3,if after watching the debate you still are voting for trump... wow,FAVOR
1295093155516342300,"@USER remember back when you said ‘listen to the experts’ ?

no?
yeah, figures now that it doesn’t fit the new democrat agenda i guess 🤷🏻‍♂️

#usps #fauci #vote2020 #trump2020 HTTP",AGAINST
1304073083729457200,"""trump’s executive action may be too little, too late, especially if people...do not similarly fight back against this movement"" #fightbackamerica #trumpwarriors #kag wake up &amp; fight!! stop looking to govt to do it for you! 
HTTP",AGAINST
1287235964595835e3,y’all drop your @ and let’s help each other grow! i follow everyone back!! #maga #backtheblue,NONE
1295577613117923300,"@USER @USER @USER ........ &amp; don't let him cancel your dinner plans anymore either! open the economy! demand voter id! biden wins landslide!

#nevertrump

#biden2020landslide",FAVOR
1301297305883213800,"#nba ratings crash continues, lakers big win least-watched game of series HTTP",NONE
1302772317798502400,@USER he never had a lead in texas...  except  for the same lead as crooked hillary in your liberal fantasy polls! #trump2020,AGAINST
1299031857015685e3,@USER @USER @USER @USER oh please @USER will chew him up and spit him out and we all know it. 🇺🇸🇺🇸🇺🇸 #trump2020,AGAINST
1295035424579223600,@USER @USER is a racist - shame on you bigot! #trump2020,NONE
1311111108049203200,all i got to say is biden and trump both need lip injections,NONE
1302678725843193900,@USER welcome to the family!  wise choice!  #trump2020 let us save our country from the self-destructive &amp; ever angry hateful empty democrats. HTTP,AGAINST
1288073174492385300,"#gop donald trump knows his reelection chances are in trouble, so he's trying to confuse americans &amp; erode trust in our elections. he’s losing to joe biden, according to almost every poll. so he's trying to sow discord &amp; confusion about the election.

HTTP",FAVOR
1296879305855774700,@USER yay #trump2020 again,AGAINST
1311074836219932700,"hillary is every bit the white supremacist republican
joe biden is. joe clearly not being as competent a candidate  is re-enraging shitlibs vs the left.",AGAINST
1286764767965675500,"@USER it's so weird, once in a while he sounds lucid. anyway....#biden2020",FAVOR
1288868389465751600,"@USER and somehow, my bet is that the msm “journalists” out there, along with the dems, are quite gleeful about this.
#trump2020",NONE
1303768178812579800,"@USER well, i guess then we won't have to worry about his ""re-election"" wants/hopes &amp; desires after we re-elect him in november.

it'll just be full steam ahead agenda to move this country forward...

#trump2020 
#pence2024 
#trump2028 
#trump2032 

your world will be a nightmare...",AGAINST
1287565813977886700,"@USER @USER then why don’t democrats come out and denounce all this violence?
#seattleriots #democrats #blmterrorists #blm #antifadomesticterrorists #antifa #trump #trump2020 #maga #maga2020 #election2020 #lawandorder #usa",AGAINST
1288612077368680400,"@USER maybe if you dems hadn’t wasted so much $ in the 1st bill  like for the arts - what did that have 2do w a pandemic-employees were laid off wo a dime, maybe there’d b$ for the kids you are now so concerned about. @USER 🇺🇸🇺🇸🇺🇸🇺🇸 #trump2020",AGAINST
1301970132047220700,@USER followed you. please follow me back #resist  #fbr  #voteblue2020  #bidencalm,FAVOR
1310974278779703300,president trump and biden prepare for a debate that could turn personal HTTP,FAVOR
1296907666921533400,"@USER #rnc2020 is going to be lit @USER ! we will hear about a 3 year record of accomplishment by the #potus @USER as opposed to a canned speech that avoids the ""void"" of 47 years of nothing under #hidenbiden",AGAINST
1290056904283009e3,"@USER idgaf who he picks. i'm voting blue, no matter who. 

we must get this fucking maniac out of our white house.

#votebluenomatterwho 
#ettd",FAVOR
1291375133668659200,"@USER @USER every time trump is in front of a microphone his mental ability should be called into question. he in incoherent, inept and incompetent. i feel much safer with biden as president than the unethical, corrupt fool we have now. #biden2020",FAVOR
1217258520246214700,#demdebate i’d rather stick pins in my eyes than watch,NONE
1230338909235826700,"so all the candidates support 'the process', meaning: a superdelegate override of bernie's plurality. pretty pathetic. #demdebate",NONE
1293652889873809400,"@USER can't wait to see you breakdown screaming when trump hands bidens ass to him
#trump2020",AGAINST
1292891092992499700,"djia is at 93.9% of all time high, despite #democratstheenemywithin trying to tube the economy!!  #trump2020 defeats impact of #covid_19 !  live with it!  vote @USER dum @USER  go with @USER @USER",AGAINST
1311183699354976300,"@USER awful and shocking. trump ignored all rules, could not show any self restraint or decency. i expected him to be shameless and vicious (to the point i wasn’t sure i’d watch) and he was still much more cruel than i could imagine. we must vote this tyrant out",FAVOR
1294407545503780900,@USER we are with you alllll the way! #trump2020,AGAINST
1262376841383469e3,@USER a former president who wasn’t impeached and who won the nobel (not “noble”) prize. jealous much? #obamawasbetterateverything  #votebluetosaveamerica,FAVOR
1292291573628035e3,"@USER @USER @USER @USER c’mon man, all the dem leaders have been in office for decades and accomplished very little.  trump outperformed them all in 3.5 years.  #maga",AGAINST
1294089010432934e3,"@USER @USER americans must vote out the following people from their respective offices:
susan collins
mitch mcconnell
lindsey graham 
donald trump 

who else should be voted out office?

#votebluetosaveamerica",FAVOR
1298419004420362200,"i mean, even this prayer is a bit crazy. #rncconvention2020 #rnc2020",NONE
1301161041984880600,"@USER yes, @USER. move, rather than actually protecting your home and solving a frigging problem. #coward #compliance #antifa #blm #maga #trump2020",AGAINST
1310904099668463600,@USER oh please... how about releasing your taxes! #dumptrumperdinck #dumptrump2020 #dumptrump #releaseyourtaxestrump #trumpisaliar #trumptaxreturns #trumpcrimefamily #trumpisafake #trumpisaphony #trumpisfake #phonytrump,FAVOR
1296114062665769e3,kamala. hillary. barack. today is going to be 🔥🔥🔥🙌🏽🙌🏽🙌🏽 #demconvention #dnc #democraticnationalconvention #bidenharris #bidenharris2020 #joebiden #kamalaharris #kamaladay #vote HTTP,FAVOR
1296875547490910200,"well, if #trump is taking the lead /micromanaging #rnc2020 , it should be pretty childish.  HTTP",NONE
1298262071188963300,#backtoschool2020 today in florida! #trumpcountry #trump2020 #godblessamerica HTTP,AGAINST
1295544600686260200,@USER @USER is right.  so why are you still a @USER  in disguise?  #maga #trump2020landside #keepamericagreat,AGAINST
1311110345872863200,y’all nothing has really happened yet but biden has that fresh cut ok king,FAVOR
1283871824560844800,"@USER what is with the #gopcowards wanting to withhold money from states? stop creating bullshit legislation, that you know has no merit. #votebluetosaveamerica",FAVOR
1292429145939554300,"the u.s. government is now deciding what you can put on your iphone. it won’t stop with #tiktok
#governmentoverreach #votetrumpout #votebluenomatterwho #votebiden #voteblueasifyourlifedependedonit #putinpuppet #bluewave2020
 HTTP",FAVOR
